recid,reit,smrt,tog_nr,dag,man,dyp_min,dyp_max,vf,nr,le,ky,kt,aldur,osl,sl,li
100364,364,2,12,20,03,108,177,73,3,70,1,1,4,2787,2437,222
100365,364,2,1,20,03,280,231,73,1,85,1,3,8,6145,4962,335
100365,364,2,1,20,03,280,231,73,10,93,2,2,10,7945,6120,518
100365,364,2,1,20,03,280,231,73,11,74,1,2,8,4256,3334,112
100365,364,2,1,20,03,280,231,73,12,86,1,2,8,6600,5044,389
100365,364,2,1,20,03,280,231,73,2,67,1,2,5,2957,2384,212
100365,364,2,1,20,03,280,231,73,3,88,1,2,9,6215,4828,287
100365,364,2,1,20,03,280,231,73,4,94,2,2,9,8050,6390,573
100365,364,2,1,20,03,280,231,73,5,80,1,2,6,4838,3954,270
100365,364,2,1,20,03,280,231,73,6,91,2,2,7,8140,6160,951
100365,364,2,1,20,03,280,231,73,7,80,1,2,7,5278,3982,393
100365,364,2,1,20,03,280,231,73,8,86,2,2,7,6665,5530,410
100365,364,2,1,20,03,280,231,73,9,83,2,2,7,5760,4764,473
100366,364,3,2,20,03,175,186,73,2,90,2,2,6,6170,4716,536
100366,364,3,2,20,03,175,186,73,3,76,1,3,6,4086,3470,165
100366,364,3,2,20,03,175,186,73,4,67,2,2,6,2787,2255,141
100367,365,4,11,20,03,107,115,73,2,67,2,2,5,2713,2256,216
100368,365,4,1,21,03,155,115,73,1,74,2,2,6,4140,3260,373
100368,365,4,1,21,03,155,115,73,2,60,1,2,5,2130,1723,153
100368,365,4,1,21,03,155,115,73,3,81,1,2,5,5468,4648,94
100368,365,4,1,21,03,155,115,73,4,95,2,2,9,8330,6590,638
100368,365,4,1,21,03,155,115,73,5,90,1,2,8,7155,5568,534
100369,365,4,2,21,03,110,161,73,1,93,1,2,8,8000,6365,372
100369,365,4,2,21,03,110,161,73,2,93,2,2,6,9515,7290,320
100369,365,4,2,21,03,110,161,73,3,80,2,2,7,4720,3752,350
100369,365,4,2,21,03,110,161,73,4,97,1,2,9,9375,6915,440
100369,365,4,2,21,03,110,161,73,5,82,1,2,7,5714,4626,396
100370,315,1,1,21,03,197,313,73,1,65,1,2,5,2197,1851,152
100370,315,1,1,21,03,197,313,73,2,77,2,2,7,4006,3328,294
100370,315,1,1,21,03,197,313,73,3,96,2,2,9,8525,6555,811
100370,315,1,1,21,03,197,313,73,4,87,2,2,6,5804,4754,393
100370,315,1,1,21,03,197,313,73,5,75,1,2,7,3868,3080,269
100372,316,2,11,21,03,131,154,73,1,91,2,2,8,6695,5568,376
100372,316,2,11,21,03,131,154,73,2,87,1,3,8,5408,4410,326
100372,316,2,11,21,03,131,154,73,3,110,2,2,15,12750,9855,910
100373,316,2,1,21,03,362,334,73,1,84,2,2,6,5642,4610,464
100373,316,2,1,21,03,362,334,73,10,90,2,2,9,6425,4928,694
100373,316,2,1,21,03,362,334,73,11,61,1,2,5,1937,1655,52
100373,316,2,1,21,03,362,334,73,2,71,2,1,7,3050,2713,158
100373,316,2,1,21,03,362,334,73,3,77,2,1,7,3802,3210,380
100373,316,2,1,21,03,362,334,73,4,72,1,2,7,3608,2853,266
100373,316,2,1,21,03,362,334,73,5,70,1,2,6,3226,2789,156
100373,316,2,1,21,03,362,334,73,6,66,1,2,6,2939,2421,144
100373,316,2,1,21,03,362,334,73,7,78,2,2,7,4292,3420,456
100373,316,2,1,21,03,362,334,73,8,87,2,2,8,6985,5346,703
100373,316,2,1,21,03,362,334,73,9,75,1,2,6,4230,3268,236
100374,317,2,12,21,03,167,298,73,1,84,2,2,8,6400,5134,469
100374,317,2,12,21,03,167,298,73,2,79,2,2,7,4682,3802,241
100374,317,2,12,21,03,167,298,73,3,83,2,2,8,4510,3610,282
100374,317,2,12,21,03,167,298,73,4,92,2,2,9,8000,6245,908
100374,317,2,12,21,03,167,298,73,5,70,1,3,6,2895,2433,143
100374,317,2,12,21,03,167,298,73,6,81,1,1,7,4494,4000,152
100374,317,2,12,21,03,167,298,73,7,85,2,2,8,6165,4794,456
100375,317,2,1,21,03,183,186,73,1,73,2,2,6,4028,3220,222
100375,317,2,1,21,03,183,186,73,2,92,1,2,8,6975,5796,448
100375,317,2,1,21,03,183,186,73,3,86,1,2,9,5488,4452,209
100377,618,4,13,10,03,134,123,73,1,39,1,1,3,499,446,16
100377,618,4,13,10,03,134,123,73,10,46,1,1,5,714,571,25
100377,618,4,13,10,03,134,123,73,11,32,2,1,3,275,246,4
100377,618,4,13,10,03,134,123,73,12,25,2,1,2,126,112,4
100377,618,4,13,10,03,134,123,73,13,24,1,1,2,109,89,2
100377,618,4,13,10,03,134,123,73,14,25,2,1,2,139,125,4
100377,618,4,13,10,03,134,123,73,15,22,2,1,2,85,78,1
100377,618,4,13,10,03,134,123,73,2,34,1,1,3,349,313,14
100377,618,4,13,10,03,134,123,73,3,31,1,1,3,239,217,7
100377,618,4,13,10,03,134,123,73,4,57,2,4,5,1522,1323,32
100377,618,4,13,10,03,134,123,73,6,39,1,1,3,453,408,12
100377,618,4,13,10,03,134,123,73,7,27,1,1,2,160,143,4
100377,618,4,13,10,03,134,123,73,8,31,2,1,3,263,240,6
100377,618,4,13,10,03,134,123,73,9,59,1,2,6,2023,1696,49
100378,664,3,1,09,03,201,205,73,1,75,1,1,9,3520,3026,142
100378,664,3,1,09,03,201,205,73,2,87,2,2,9,5620,4646,284
100378,664,3,1,09,03,201,205,73,3,38,1,1,4,469,408,23
100378,664,3,1,09,03,201,205,73,4,37,1,1,3,414,368,19
100378,664,3,1,09,03,201,205,73,5,33,2,1,3,294,262,11
100401,574,4,15,06,03,33,20,73,1,70,2,1,6,2574,2309,21
100401,574,4,15,06,03,33,20,73,2,62,2,2,5,1925,1553,60
100401,574,4,15,06,03,33,20,73,3,63,1,1,6,2119,1882,44
100401,574,4,15,06,03,33,20,73,4,69,2,1,6,2667,2315,48
100401,574,4,15,06,03,33,20,73,5,72,1,2,6,3018,2592,38
100402,575,4,14,06,03,82,87,73,1,42,1,2,4,665,591,14
100402,575,4,14,06,03,82,87,73,2,64,1,1,6,2028,1815,27
100402,575,4,14,06,03,82,87,73,3,89,1,2,9,5638,4454,288
100402,575,4,14,06,03,82,87,73,4,79,1,2,6,4218,3310,287
100402,575,4,14,06,03,82,87,73,5,52,2,1,4,1206,1106,13
100403,525,2,12,06,03,100,101,73,1,88,2,2,9,6380,5168,442
100403,525,2,12,06,03,100,101,73,2,92,1,2,8,7605,6330,163
100403,525,2,12,06,03,100,101,73,3,85,2,1,8,4410,4022,49
100403,525,2,12,06,03,100,101,73,4,86,2,1,8,5440,5036,44
100403,525,2,12,06,03,100,101,73,5,90,2,1,8,5776,5310,64
100404,525,2,2,06,03,80,89,73,1,82,1,2,7,4472,3722,249
100404,525,2,2,06,03,80,89,73,2,95,2,2,9,10130,7025,436
100404,525,2,2,06,03,80,89,73,3,76,1,1,6,3674,3400,33
100404,525,2,2,06,03,80,89,73,4,87,2,1,6,5160,4692,107
100404,525,2,2,06,03,80,89,73,5,28,2,1,2,184,164,3
100405,524,3,12,06,03,117,126,73,1,66,1,1,6,2310,2142,39
100405,524,3,12,06,03,117,126,73,2,74,2,2,7,3258,2691,313
100405,524,3,12,06,03,117,126,73,3,101,1,2,10,9835,7655,69
100405,524,3,12,06,03,117,126,73,4,61,2,1,5,1997,1862,20
100406,524,3,11,06,03,107,91,73,1,47,1,1,3,999,930,16
100406,524,3,11,06,03,107,91,73,2,86,1,2,8,5280,4274,179
100406,524,3,11,06,03,107,91,73,3,68,2,1,6,2625,2430,51
100406,524,3,11,06,03,107,91,73,4,88,1,1,7,5220,4482,60
100406,524,3,11,06,03,107,91,73,5,79,1,2,7,3958,3200,244
100406,524,3,11,06,03,107,91,73,6,29,2,1,2,252,230,2
100406,524,3,11,06,03,107,91,73,7,43,1,1,3,704,658,12
100407,524,3,1,06,03,94,84,73,1,92,2,2,9,6640,5714,162
100407,524,3,1,06,03,94,84,73,2,47,2,1,4,756,707,5
100407,524,3,1,06,03,94,84,73,3,55,1,1,5,1444,1360,26
100407,524,3,1,06,03,94,84,73,4,43,1,1,3,698,657,8
100408,523,4,31,07,03,132,124,73,1,87,2,1,6,5008,4440,87
100408,523,4,31,07,03,132,124,73,2,78,2,1,8,3990,3638,69
100408,523,4,31,07,03,132,124,73,3,68,2,1,6,2699,2455,19
100408,523,4,31,07,03,132,124,73,4,69,2,1,6,2564,2317,26
100408,523,4,31,07,03,132,124,73,5,84,1,2,8,5330,4512,72
100409,523,3,1,07,03,164,179,73,1,145,2,2,14,34484,26063,1813
100409,523,3,1,07,03,164,179,73,2,89,2,2,7,5300,4494,283
100409,523,3,1,07,03,164,179,73,3,87,2,1,6,5214,4718,40
100409,523,3,1,07,03,164,179,73,4,70,2,1,6,2413,2179,36
100409,523,3,1,07,03,164,179,73,5,64,1,1,6,2111,1948,20
100409,523,3,1,07,03,164,179,73,6,71,1,1,6,2893,2627,33
100409,523,3,1,07,03,164,179,73,7,87,2,2,7,5576,4570,360
100410,523,3,12,07,03,180,239,73,1,76,2,1,6,3808,3414,47
100410,523,3,12,07,03,180,239,73,10,71,2,2,5,2967,2572,141
100410,523,3,12,07,03,180,239,73,11,62,2,1,6,1788,1597,9
100410,523,3,12,07,03,180,239,73,12,59,2,1,5,1636,1504,33
100410,523,3,12,07,03,180,239,73,13,72,1,2,6,3766,3204,41
100410,523,3,12,07,03,180,239,73,14,64,2,2,6,2472,2107,88
100410,523,3,12,07,03,180,239,73,15,62,2,1,5,1888,1710,55
100410,523,3,12,07,03,180,239,73,16,81,1,2,6,4560,4002,47
100410,523,3,12,07,03,180,239,73,17,67,2,1,5,2700,2468,29
100410,523,3,12,07,03,180,239,73,18,78,1,2,7,4170,3576,258
100410,523,3,12,07,03,180,239,73,19,70,2,2,6,2955,2309,219
100410,523,3,12,07,03,180,239,73,2,58,1,1,5,1713,1561,15
100410,523,3,12,07,03,180,239,73,20,51,1,1,4,1062,978,12
100410,523,3,12,07,03,180,239,73,3,92,1,2,7,6805,5570,171
100410,523,3,12,07,03,180,239,73,4,61,2,2,6,1801,1539,38
100410,523,3,12,07,03,180,239,73,5,75,1,2,6,4066,3394,137
100410,523,3,12,07,03,180,239,73,6,37,1,1,3,401,374,4
100410,523,3,12,07,03,180,239,73,7,84,2,2,7,5190,4684,103
100410,523,3,12,07,03,180,239,73,8,56,1,1,5,1558,1447,22
100410,523,3,12,07,03,180,239,73,9,62,1,2,6,1831,1622,15
100411,473,1,2,07,03,220,242,73,1,72,1,2,6,3226,2595,188
100411,473,1,2,07,03,220,242,73,3,59,2,1,4,1667,1556,33
100411,473,1,2,07,03,220,242,73,4,72,2,1,5,2867,2563,151
100411,473,1,2,07,03,220,242,73,5,92,1,2,9,6725,5596,194
100412,524,4,2,07,03,128,112,73,1,76,1,2,6,4168,3144,289
100412,524,4,2,07,03,128,112,73,2,70,1,2,6,2842,2316,177
100412,524,4,2,07,03,128,112,73,3,72,2,1,6,3104,2798,26
100412,524,4,2,07,03,128,112,73,4,82,2,2,6,4564,3832,382
100412,524,4,2,07,03,128,112,73,5,69,2,2,6,2884,2319,223
100412,524,4,2,07,03,128,112,73,6,65,1,2,6,2261,1901,107
100412,524,4,2,07,03,128,112,73,7,86,1,2,8,6740,5002,556
100413,525,3,3,07,03,162,173,73,1,87,1,2,7,6405,4964,394
100413,525,3,3,07,03,162,173,73,2,41,1,1,3,604,560,9
100413,525,3,3,07,03,162,173,73,3,43,2,1,3,686,635,11
100413,525,3,3,07,03,162,173,73,4,46,2,1,3,956,883,22
100413,525,3,3,07,03,162,173,73,5,57,1,2,5,1952,1543,55
100413,525,3,3,07,03,162,173,73,6,48,1,1,3,993,928,14
100413,525,3,3,07,03,162,173,73,7,51,2,2,5,1310,1099,87
100414,525,3,1,07,03,169,170,73,1,64,2,2,6,2550,2035,99
100414,525,3,1,07,03,169,170,73,2,64,2,2,6,2377,2032,92
100414,525,3,1,07,03,169,170,73,3,78,2,2,6,3932,3248,295
100414,525,3,1,07,03,169,170,73,4,58,1,2,5,1805,1485,24
100415,526,4,2,07,03,168,162,73,1,68,2,1,6,2610,2197,117
100415,526,4,2,07,03,168,162,73,2,60,2,2,5,1551,1413,18
100415,526,4,2,07,03,168,162,73,3,48,2,1,3,1088,918,18
100415,526,4,2,07,03,168,162,73,4,79,2,2,6,4324,3532,377
100415,526,4,2,07,03,168,162,73,5,60,1,2,5,1850,1556,45
100416,526,4,13,07,03,164,156,73,1,54,2,2,4,1458,1273,53
100416,526,4,13,07,03,164,156,73,2,61,1,2,5,2145,1776,42
100416,526,4,13,07,03,164,156,73,3,56,2,1,4,1520,1407,13
100416,526,4,13,07,03,164,156,73,4,59,1,1,4,1697,1566,30
100416,526,4,13,07,03,164,156,73,5,76,2,2,9,3482,2964,136
100416,526,4,13,07,03,164,156,73,6,43,2,1,3,649,607,7
100417,525,3,13,08,03,148,142,73,1,72,1,2,6,3330,2743,217
100417,525,3,13,08,03,148,142,73,2,62,1,2,6,2120,1733,115
100417,525,3,13,08,03,148,142,73,3,75,2,1,6,3742,3410,95
100417,525,3,13,08,03,148,142,73,4,85,2,2,5,5160,4412,352
100417,525,3,13,08,03,148,142,73,5,69,1,2,6,2914,2406,191
100418,525,1,11,08,03,139,133,73,1,83,1,2,6,5578,4150,566
100418,525,1,11,08,03,139,133,73,2,56,1,1,4,1399,1306,13
100418,525,1,11,08,03,139,133,73,3,42,1,1,3,683,611,10
100418,525,1,11,08,03,139,133,73,4,61,1,1,5,1757,1624,20
100418,525,1,11,08,03,139,133,73,5,69,2,1,6,2484,2260,25
100418,525,1,11,08,03,139,133,73,6,72,1,2,6,3750,3032,47
100418,525,1,11,08,03,139,133,73,7,64,2,1,5,2303,2092,35
100418,525,1,11,08,03,139,133,73,8,65,1,1,5,2273,2106,24
100419,526,4,11,08,03,159,173,73,1,55,1,1,4,1232,1160,12
100419,526,4,11,08,03,159,173,73,2,73,1,2,6,3382,2861,36
100419,526,4,11,08,03,159,173,73,3,62,1,2,5,2020,1770,45
100419,526,4,11,08,03,159,173,73,4,61,2,2,5,2084,1806,61
100419,526,4,11,08,03,159,173,73,5,61,1,2,5,2088,1750,35
100422,526,3,12,08,03,239,240,73,1,41,1,1,3,551,500,15
100422,526,3,12,08,03,239,240,73,2,60,1,1,5,1619,1463,52
100422,526,3,12,08,03,239,240,73,3,69,2,1,5,2917,2639,58
100424,526,2,3,08,03,158,161,73,2,56,2,1,4,1428,1316,13
100424,526,2,3,08,03,158,161,73,3,31,1,1,2,278,257,6
100424,526,2,3,08,03,158,161,73,4,75,2,2,7,4382,3240,418
100424,526,2,3,08,03,158,161,73,5,71,2,1,5,3120,2867,45
100424,526,2,3,08,03,158,161,73,6,61,2,1,5,2144,1972,23
100425,526,1,1,08,03,180,204,73,1,64,2,2,5,1841,1589,39
100425,526,1,1,08,03,180,204,73,2,79,1,2,6,4462,3510,343
100425,526,1,1,08,03,180,204,73,3,66,1,2,7,2601,2055,203
100425,526,1,1,08,03,180,204,73,4,78,1,2,6,4592,3884,188
100425,526,1,1,08,03,180,204,73,5,52,2,1,3,1162,1063,13
100425,526,1,1,08,03,180,204,73,6,64,2,1,5,1964,1755,93
100426,576,3,13,08,03,195,212,73,1,61,2,1,5,2228,1848,256
100426,576,3,13,08,03,195,212,73,2,48,2,1,3,897,834,12
100427,576,3,2,09,03,201,181,73,1,47,2,1,3,854,784,21
100427,576,3,2,09,03,201,181,73,2,39,1,1,3,466,430,7
100427,576,3,2,09,03,201,181,73,4,44,2,1,3,785,728,18
100427,576,3,2,09,03,201,181,73,5,52,1,2,5,1598,1220,90
100428,576,1,12,09,03,310,305,73,1,56,1,1,5,1371,1176,117
100428,576,1,12,09,03,310,305,73,2,90,2,2,6,6055,5010,358
100428,576,1,12,09,03,310,305,73,3,77,2,2,7,3154,2369,444
100428,576,1,12,09,03,310,305,73,4,81,1,2,6,4402,3434,238
100428,576,1,12,09,03,310,305,73,5,57,2,1,5,1436,1268,78
100429,576,1,14,09,03,277,286,73,1,63,1,1,5,2021,1734,187
100429,576,1,14,09,03,277,286,73,2,63,1,1,5,1935,1713,92
100429,576,1,14,09,03,277,286,73,3,67,1,1,6,2590,2191,286
100429,576,1,14,09,03,277,286,73,4,40,2,1,3,558,483,42
100429,576,1,14,09,03,277,286,73,5,76,2,1,5,3846,3216,173
100430,576,1,15,09,03,280,288,73,1,61,1,1,5,2204,1851,47
100430,576,1,15,09,03,280,288,73,2,70,2,1,5,3304,2693,417
100430,576,1,15,09,03,280,288,73,3,62,1,1,6,2146,1801,162
100430,576,1,15,09,03,280,288,73,4,67,2,1,5,2416,2193,41
100430,576,1,15,09,03,280,288,73,5,65,1,2,5,2418,2008,95
100431,576,2,3,09,03,252,226,73,2,82,2,1,7,5020,4458,149
100431,576,2,3,09,03,252,226,73,3,40,2,1,3,629,529,16
100431,576,2,3,09,03,252,226,73,4,62,1,1,5,2399,2004,55
100431,576,2,3,09,03,252,226,73,5,26,2,1,2,148,131,3
100432,576,4,16,09,03,165,165,73,1,68,2,1,5,2734,2328,254
100432,576,4,16,09,03,165,165,73,2,57,2,1,5,1357,1230,38
100432,576,4,16,09,03,165,165,73,3,79,2,1,6,3660,3354,51
100433,576,4,6,09,03,157,148,73,1,57,1,1,5,1603,1459,36
100434,575,3,13,09,03,116,112,73,1,60,2,1,4,1733,1614,37
100434,575,3,13,09,03,116,112,73,2,82,1,1,6,4458,4108,57
100434,575,3,13,09,03,116,112,73,3,60,2,1,5,1901,1769,25
100434,575,3,13,09,03,116,112,73,4,85,1,2,10,5934,4736,300
100434,575,3,13,09,03,116,112,73,5,79,1,2,8,4428,3652,104
100435,575,3,16,09,03,123,125,73,1,99,2,2,8,9485,7055,375
100435,575,3,16,09,03,123,125,73,2,86,1,2,6,5760,5250,228
100435,575,3,16,09,03,123,125,73,3,78,2,1,6,4156,3756,54
100435,575,3,16,09,03,123,125,73,4,45,2,1,3,735,678,11
100436,575,1,2,09,03,216,222,73,1,60,1,1,5,1996,1712,30
100436,575,1,2,09,03,216,222,73,3,55,2,1,4,1031,910,59
100436,575,1,2,09,03,216,222,73,4,73,1,2,6,3402,2709,271
100436,575,1,2,09,03,216,222,73,5,67,1,1,6,2663,2170,71
100437,575,1,1,09,03,199,210,73,1,84,2,2,6,5934,4580,478
100437,575,1,1,09,03,199,210,73,2,65,2,2,5,2656,2016,98
100437,575,1,1,09,03,199,210,73,3,76,1,2,5,3514,2895,188
100437,575,1,1,09,03,199,210,73,4,65,2,1,5,2169,1888,129
100437,575,1,1,09,03,199,210,73,5,45,2,1,3,694,629,9
100438,575,1,11,10,03,167,139,73,1,107,2,2,10,16585,12785,1185
100438,575,1,11,10,03,167,139,73,2,39,2,1,3,545,477,15
100438,575,1,11,10,03,167,139,73,3,67,2,1,5,2233,2007,95
100438,575,1,11,10,03,167,139,73,4,82,2,2,6,4126,3448,177
100438,575,1,11,10,03,167,139,73,5,46,1,2,5,601,404,25
100439,575,1,12,10,03,185,206,73,1,63,2,2,8,2262,1837,147
100439,575,1,12,10,03,185,206,73,2,55,2,1,5,1257,1095,70
100439,575,1,12,10,03,185,206,73,3,80,2,1,6,4724,3878,206
100439,575,1,12,10,03,185,206,73,4,66,2,2,5,2605,2149,116
100439,575,1,12,10,03,185,206,73,5,29,1,1,2,222,193,4
100440,576,2,4,10,03,225,188,73,1,59,1,2,5,2158,1683,158
100440,576,2,4,10,03,225,188,73,2,74,2,2,6,3550,2894,114
100440,576,2,4,10,03,225,188,73,3,60,2,1,6,2035,1676,109
100440,576,2,4,10,03,225,188,73,4,41,1,1,3,691,623,23
100440,576,2,4,10,03,225,188,73,5,103,2,2,9,12745,9105,1263
100482,575,1,6,10,03,176,180,73,1,58,1,1,5,1570,1388,66
100482,575,1,6,10,03,176,180,73,11,72,1,2,6,3162,2539,117
100482,575,1,6,10,03,176,180,73,12,77,2,1,7,3576,2981,279
100482,575,1,6,10,03,176,180,73,13,64,1,2,5,2408,1878,176
100482,575,1,6,10,03,176,180,73,14,80,1,2,7,5228,3754,180
100482,575,1,6,10,03,176,180,73,2,93,2,1,8,7460,6525,140
100482,575,1,6,10,03,176,180,73,3,68,2,2,6,2813,2000,77
100482,575,1,6,10,03,176,180,73,4,59,2,1,5,1684,1424,134
100482,575,1,6,10,03,176,180,73,5,83,2,1,6,5294,4222,43
100482,575,1,6,10,03,176,180,73,6,90,2,2,8,7100,4866,411
100482,575,1,6,10,03,176,180,73,7,99,2,2,9,10675,7675,581
100482,575,1,6,10,03,176,180,73,8,95,2,2,10,8140,5946,655
100482,575,1,6,10,03,176,180,73,9,79,1,2,8,4334,3278,175
100483,625,3,2,10,03,182,180,73,1,77,2,2,6,4260,3346,337
100483,625,3,2,10,03,182,180,73,2,71,1,2,6,3584,2554,181
100483,625,3,2,10,03,182,180,73,3,93,2,2,7,8245,6470,462
100483,625,3,2,10,03,182,180,73,4,96,2,1,8,7585,5960,341
100483,625,3,2,10,03,182,180,73,5,75,1,2,6,3502,2951,145
100483,625,3,2,10,03,182,180,73,6,84,2,1,6,6075,4556,98
100483,625,3,2,10,03,182,180,73,7,69,2,2,6,2936,2457,196
100483,625,3,2,10,03,182,180,73,8,67,1,1,5,2857,2161,124
100484,625,3,5,10,03,170,165,73,1,44,1,1,3,897,724,29
100484,625,3,5,10,03,170,165,73,2,44,2,1,3,798,679,31
100484,625,3,5,10,03,170,165,73,3,51,2,1,3,1249,1055,62
100484,625,3,5,10,03,170,165,73,4,57,1,1,4,1660,1310,92
100484,625,3,5,10,03,170,165,73,5,102,2,2,9,11445,8510,385
100485,626,4,1,10,03,194,214,73,1,63,1,2,5,2265,1864,84
100485,626,4,1,10,03,194,214,73,10,83,2,1,7,4054,3606,51
100485,626,4,1,10,03,194,214,73,11,63,1,2,5,2523,2038,211
100485,626,4,1,10,03,194,214,73,12,82,1,2,8,6245,4602,351
100485,626,4,1,10,03,194,214,73,13,79,2,2,6,5072,3856,442
100485,626,4,1,10,03,194,214,73,15,82,1,2,8,5410,3670,237
100485,626,4,1,10,03,194,214,73,16,59,2,1,5,2081,1652,72
100485,626,4,1,10,03,194,214,73,17,53,2,1,5,1050,932,42
100485,626,4,1,10,03,194,214,73,18,45,1,1,3,852,706,28
100485,626,4,1,10,03,194,214,73,19,68,2,1,5,2780,2330,66
100485,626,4,1,10,03,194,214,73,2,63,2,1,5,2279,1902,198
100485,626,4,1,10,03,194,214,73,20,90,1,1,8,6980,5942,179
100485,626,4,1,10,03,194,214,73,21,60,1,1,5,1876,1619,48
100485,626,4,1,10,03,194,214,73,22,61,2,2,5,2244,1707,104
100485,626,4,1,10,03,194,214,73,23,79,2,2,7,5006,3868,349
100485,626,4,1,10,03,194,214,73,24,68,2,1,5,2475,2242,33
100485,626,4,1,10,03,194,214,73,25,54,1,1,4,1293,1104,80
100485,626,4,1,10,03,194,214,73,3,74,1,1,6,3428,2760,434
100485,626,4,1,10,03,194,214,73,4,69,2,2,5,3516,2819,358
100485,626,4,1,10,03,194,214,73,5,76,1,1,6,3342,2886,37
100485,626,4,1,10,03,194,214,73,6,65,1,1,5,2381,1992,94
100485,626,4,1,10,03,194,214,73,7,81,1,2,6,4702,3624,264
100485,626,4,1,10,03,194,214,73,8,75,1,2,6,4204,3116,386
100485,626,4,1,10,03,194,214,73,9,58,1,1,5,1592,1328,29
100486,576,2,5,10,03,255,256,73,1,64,2,1,5,2434,2108,131
100486,576,2,5,10,03,255,256,73,2,56,1,1,5,1578,1252,87
100486,576,2,5,10,03,255,256,73,3,53,1,1,4,1559,1305,113
100486,576,2,5,10,03,255,256,73,4,50,1,1,6,1149,1022,50
100486,576,2,5,10,03,255,256,73,6,55,2,1,5,1851,1410,96
100486,576,2,5,10,03,255,256,73,7,56,1,1,5,1468,1246,111
100486,576,2,5,10,03,255,256,73,8,64,2,1,5,2576,2186,207
100486,576,2,5,10,03,255,256,73,9,40,2,1,3,667,575,31
100487,626,4,11,10,03,275,244,73,1,71,2,2,6,3066,2505,247
100487,626,4,11,10,03,275,244,73,10,46,2,2,5,1060,863,92
100487,626,4,11,10,03,275,244,73,11,51,2,1,4,1315,1055,126
100487,626,4,11,10,03,275,244,73,12,53,2,1,4,1313,1112,50
100487,626,4,11,10,03,275,244,73,13,75,1,2,6,3868,3006,181
100487,626,4,11,10,03,275,244,73,14,75,1,1,6,3260,2766,230
100487,626,4,11,10,03,275,244,73,15,44,1,1,3,850,748,27
100487,626,4,11,10,03,275,244,73,16,62,1,2,6,1716,1485,128
100487,626,4,11,10,03,275,244,73,18,69,2,1,5,2918,2462,221
100487,626,4,11,10,03,275,244,73,19,61,2,1,5,1874,1649,20
100487,626,4,11,10,03,275,244,73,2,61,1,1,5,1933,1619,55
100487,626,4,11,10,03,275,244,73,20,80,1,2,6,4202,3270,205
100487,626,4,11,10,03,275,244,73,22,61,1,1,6,2081,1777,142
100487,626,4,11,10,03,275,244,73,23,57,1,1,6,1569,1293,109
100487,626,4,11,10,03,275,244,73,24,91,1,1,7,7380,5342,376
100487,626,4,11,10,03,275,244,73,25,78,1,2,8,5208,3940,217
100487,626,4,11,10,03,275,244,73,3,56,2,1,4,1665,1454,73
100487,626,4,11,10,03,275,244,73,4,47,1,1,3,992,821,67
100487,626,4,11,10,03,275,244,73,5,77,2,2,6,4626,3456,428
100487,626,4,11,10,03,275,244,73,6,93,2,1,9,7315,5794,237
100487,626,4,11,10,03,275,244,73,7,67,2,1,5,2643,2217,96
100487,626,4,11,10,03,275,244,73,8,52,2,1,4,1391,1177,103
100487,626,4,11,10,03,275,244,73,9,62,1,2,5,2176,1757,139
100488,626,4,12,10,03,290,284,73,1,65,2,1,6,2090,1820,118
100488,626,4,12,10,03,290,284,73,10,72,1,2,7,3898,3056,265
100488,626,4,12,10,03,290,284,73,11,65,1,1,5,2298,1927,178
100488,626,4,12,10,03,290,284,73,12,60,2,1,5,1580,1402,80
100488,626,4,12,10,03,290,284,73,13,59,1,2,5,2155,1657,151
100488,626,4,12,10,03,290,284,73,14,70,1,1,6,2569,2340,175
100488,626,4,12,10,03,290,284,73,15,69,2,1,6,2916,2360,237
100488,626,4,12,10,03,290,284,73,16,73,2,2,6,3300,2841,209
100488,626,4,12,10,03,290,284,73,17,74,1,1,6,3666,3036,276
100488,626,4,12,10,03,290,284,73,18,53,2,1,4,1232,1095,70
100488,626,4,12,10,03,290,284,73,19,71,1,1,5,2990,2588,174
100488,626,4,12,10,03,290,284,73,2,73,2,1,5,3654,2881,256
100488,626,4,12,10,03,290,284,73,3,81,1,1,6,4052,3652,107
100488,626,4,12,10,03,290,284,73,4,65,1,1,5,2702,2113,137
100488,626,4,12,10,03,290,284,73,5,61,2,1,5,2062,1682,140
100488,626,4,12,10,03,290,284,73,6,59,2,1,5,1871,1626,95
100488,626,4,12,10,03,290,284,73,7,57,2,1,5,1583,1416,78
100488,626,4,12,10,03,290,284,73,8,61,1,1,5,2133,1725,159
100488,626,4,12,10,03,290,284,73,9,57,2,1,5,1490,1270,94
100489,625,3,11,10,03,273,241,73,1,81,1,2,8,5306,3930,201
100489,625,3,11,10,03,273,241,73,2,78,1,3,6,4726,3584,360
100489,625,3,11,10,03,273,241,73,3,50,1,1,3,1390,1123,86
100489,625,3,11,10,03,273,241,73,4,39,2,1,3,576,481,31
100489,625,3,11,10,03,273,241,73,5,66,1,1,5,2735,2276,86
100490,625,1,13,10,03,394,400,73,1,43,2,1,3,675,602,32
100490,625,1,13,10,03,394,400,73,10,77,2,2,6,3778,3188,244
100490,625,1,13,10,03,394,400,73,11,66,2,1,5,2277,2017,103
100490,625,1,13,10,03,394,400,73,12,65,1,1,6,2291,1929,197
100490,625,1,13,10,03,394,400,73,13,73,2,2,6,3486,2793,319
